Compartment,Data
Dead,"[0.2183387411235173, 0.2379002586465519, 0.25913967832501295, 0.2821864761841195, 0.30717824941942506, 0.3342595222306901, 0.36358085471901047, 0.395301417424637, 0.4295861401280727, 0.466600909023966, 0.5065220839017628, 0.549529084750183, 0.5957962785610356, 0.645497925792399, 0.6987972031498035, 0.7558836539101703, 0.8169254148282628, 0.882037403906808, 0.9513340300437285, 1.0249297021368236, 1.1028699754354516, 1.1852349541335823, 1.2721448442261707, 1.3634286869096872, 1.4589077033395288, 1.5584031146710302, 1.6617361420597945, 1.7687251135925486, 1.8788562426852273, 1.9918151009209488, 2.1070775623175706, 2.223854382191945, 2.3413563158610096, 2.458794118641535, 2.5753785458504908, 2.690320352804669, 2.802839771226914, 2.912183970655427, 3.016476890744528, 3.114649032182882, 3.2059910768499336, 3.289793706625076, 3.3653476033878746, 3.431943449017595, 3.4888719253936813, 3.5354237143959892, 3.57088949790311, 3.5951831083207395, 3.608246084336699, 3.6095578576108522, 3.599627868439967, 3.578973692060501, 3.548112903708841, 3.5075630786214873, 3.457841792034685, 3.3994666191850627, 3.3329551353086657, 3.25882459846477, 3.177770997424858, 3.0916527437951657, 3.0014971864975024, 2.9078976702124635, 2.811447539620488, 2.712740139402257, 2.6123688142380956, 2.5109269088085853, 2.4090077677943498, 2.3072047358759846, 2.206111157733659, 2.1063203780481388, 2.0082363360960187, 1.9120266338876206, 1.8184643919345547, 1.7276457977223458, 1.6396229482010654, 1.5544479403210403, 1.4721728710324555, 1.3928498372854676, 1.3165309360304036, 1.24326826421742, 1.1731139187965596, 1.1061199967184905, 1.0423414045544632, 0.9819433280961789, 0.9245252573408322, 0.869831476367267, 0.8178012084297848, 0.7683736767825167, 0.7214881046797359, 0.6770837153756872, 0.635099732124587, 0.5954753781806232, 0.5581498767980975, 0.5230624512311977, 0.49015232473411174, 0.4593587205611698, 0.43062086196650284, 0.4036801488246624, 0.3781201888239991, 0.3539826450970338, 0.3312216771016949, 0.3097903228373582, 0.28964162030328566, 0.27072860749893835, 0.2530043224236067, 0.23642180307663807, 0.22093408745740817, 0.20649421356526432, 0.193055219399497, 0.18057014295953877, 0.1689317149851206, 0.15794106253446216, 0.14759055398369014, 0.1378583252699741, 0.1287213608442812, 0.12015664515735125, 0.11214116266012297, 0.10465189780339301, 0.09766583503807169, 0.09115995881498407, 0.08511125358498361, 0.07949670379892382, 0.07429329390768658, 0.06945287376149167, 0.06488413887814204, 0.06058653646584844, 0.05655082841556691, 0.0527668529272205, 0.049224448200789084, 0.04591345243619571, 0.04282370383344869, 0.03994504059249948, 0.03726730091324271, 0.034780322995715096, 0.03247394503981127, 0.030338005245567956, 0.028341316843324194, 0.02644977483660682, 0.024682816183087652, 0.023033576995061367, 0.021494693738617343, 0.020058802880100757]"
Infected,"[1.0, 1.0864718160878841, 1.1801353832443102, 1.2815369783186301, 1.3912549268752896, 1.5098998053098207, 1.638113824051284, 1.7765700347194164, 1.9259723697732098, 2.0870507631864004, 2.2605595794391924, 2.447272356824121, 2.6479860933505632, 2.863501273618601, 3.094614877014285, 3.342120377709638, 3.6067855609924475, 3.8893696388766568, 4.190583893518803, 4.511050552330436, 4.851302787970473, 5.211784718345193, 5.592825301399647, 5.994579999385939, 6.417099867369024, 6.860179105506969, 7.32334201990959, 7.805843022638446, 8.30666663170688, 8.824527471079925, 9.357878823846443, 9.90477347008088, 10.4627439301136, 11.029018452700814, 11.600535354917264, 12.173943022156227, 12.745599908129533, 13.311574534867496, 13.867645492719065, 14.40932793856201, 14.932441221353054, 15.432188252301557, 15.903781516700246, 16.342823439302137, 16.745306384320532, 17.107612655429016, 17.426514495761467, 17.699174087912038, 17.9231435539352, 18.096364955345663, 18.217208608112006, 18.28508786406102, 18.300339369413795, 18.26372674970823, 18.17642949808546, 18.040042975289897, 17.856578409669172, 17.62846289717419, 17.358539401359117, 17.050066753381344, 16.706719652001553, 16.33257753362256, 15.931166957218478, 15.506063507999352, 15.061117839145146, 14.599983367595435, 14.126116274049426, 13.642775502965927, 13.153022762563385, 12.659722524819841, 12.165542025472998, 11.672951264020124, 11.184223003718117, 10.701432771583518, 10.22645971497302, 9.760893761818664, 9.305864235844254, 8.862322833889458, 8.431098000364566, 8.012894927250478, 7.608295554098732, 7.217758568031457, 6.84161940374142, 6.48009024349199, 6.133260017117192, 5.80109440202162, 5.483435823180516, 5.180003917187224, 4.890496983808991, 4.614619845404817, 4.3520282957879095, 4.102363661477915, 3.8652528017009105, 3.640308108389412, 3.4271275061823676, 3.2252944524251608, 3.0343779371696105, 2.8539324831739683, 2.683498145902923, 2.5226005135275984, 2.370750706925553, 2.227445379680773, 2.092173809659999, 1.9645738729976872, 1.8443179522671846, 1.731057365395641, 1.6244508488797147, 1.5241645577855731, 1.4298720657488948, 1.3412543649748643, 1.2579998662381773, 1.1798043988830378, 1.1063712108231585, 1.0374109685417627, 0.9726417570915817, 0.9117890800948566, 0.8545956032537595, 0.8008750847559413, 0.7504465140624728, 0.7031309890884356, 0.6587552675481663, 0.6171517669552552, 0.5781585646225481, 0.5416193976621445, 0.507383662985399, 0.4753064173029206, 0.44524837712457377, 0.4170759187594754, 0.390661078315998, 0.36588155170177056, 0.342634324243526, 0.32084113479851617, 0.30041929235417714, 0.28128907169364936, 0.26337375965251375, 0.24659965511879173, 0.23089606903294513, 0.21619532438787623, 0.20243275622892806, 0.18954671165388368, 0.1774785498129672, 0.1661726419088428, 0.15557637119661466]"
Dead,"[0.20325666740662007, 0.22132659665381899, 0.24093899814827419, 0.2622132600467829, 0.2852764271938508, 0.31026239517350795, 0.3373108360360497, 0.3665699195834997, 0.3981940792174723, 0.4323391791220472, 0.4691711949480264, 0.5088604875680596, 0.5515754456186537, 0.597484431950102, 0.6467480057097932, 0.699552399708562, 0.7560646768513077, 0.8164131679714721, 0.8807259586664333, 0.9491311345334843, 1.0216922616112587, 1.098535972049751, 1.1797800539911378, 1.2653184270663935, 1.355041940938344, 1.4488414452697196, 1.5466077897234278, 1.6482136764539845, 1.753193018030263, 1.8614535054636896, 1.9725004572423082, 2.085652897902868, 2.200229851982005, 2.315550344016568, 2.4309333985431323, 2.5456980400985074, 2.659171451043022, 2.77052404549147, 2.8781295318655395, 2.9810234211041973, 3.0784267249068407, 3.1695604549729097, 3.2536456230017734, 3.3299032406927083, 3.397554319745389, 3.4558198718590916, 3.503928327935398, 3.541923682063512, 3.5689142875144455, 3.5845094898777745, 3.5890743468956714, 3.58297391631028, 3.566573255863659, 3.5402374232980662, 3.5043314763556594, 3.4592204727782416, 3.405269470308511, 3.3428435266880143, 3.272671667085362, 3.196479706580348, 3.1151373507962035, 3.02927724086409, 2.93953209200275, 2.8465346194307415, 2.7509175383668776, 2.653313564029645, 2.5543554116379994, 2.4546757964102994, 2.3549074335653017, 2.255683038322104, 2.157280568158143, 2.0601477307746734, 1.9652106661104654, 1.8725705600272704, 1.7823160572738175, 1.6945358025991197, 1.6093184407518777, 1.5267526164810192, 1.4469269745354154, 1.3699301596637952, 1.2958508166151432, 1.224777590138217, 1.1567991249820295, 1.0920530599648544, 1.0304149814153618, 0.9715851776963689, 0.9154989446399782, 0.8620954520509656, 0.8113138697340787, 0.763093367494065, 0.7173731151356435, 0.6740922824635618, 0.6331900392826242, 0.5946055553975214, 0.5582780006130292, 0.5241465447338385, 0.4921489080935544, 0.46206938782137286, 0.43358237587827375, 0.406616544115991, 0.38112653426571796, 0.3570669880587616, 0.3343925472263152, 0.31305785349960047, 0.29301754860989604, 0.27422627428845203, 0.2566386722664902, 0.24020938427526062, 0.2248930520460135, 0.21064431730997057, 0.19741021330287367, 0.18492487947378322, 0.17310316355630562, 0.1619667758921537, 0.15149065130776762, 0.14164972462933179, 0.13241893068325794, 0.12377320429587257, 0.11568748029341691, 0.10813669350224586, 0.10109577874871434, 0.0945396708591204, 0.08844330465973371, 0.08277955441101881, 0.07746913439092395, 0.07246001780626443, 0.06774493414036442, 0.06331312285036006, 0.05915382339330222, 0.055256275226184925, 0.051609717806087474, 0.048203390590146, 0.04502653303532611, 0.0420683845987071, 0.039318184737368256, 0.03676517290833203, 0.034398588568677724, 0.03217715047307479, 0.030070348260863966, 0.028100579988347363, 0.026259656237641593, 0.024539273336358747]"
Infected,"[1.0, 1.0874212183073504, 1.1821905217759796, 1.2848714906454786, 1.3960609824825938, 1.5163892608672513, 1.6465193220918384, 1.7871461810624218, 1.9389963165602815, 2.102822731925412, 2.279403204193406, 2.4695360775129367, 2.674041221509593, 2.893738859842903, 3.1294464473244332, 3.381975652329639, 3.652108858505029, 3.940623113035978, 4.248220935146058, 4.57551575892652, 4.923031933336296, 5.291204021103078, 5.680297058102455, 6.090469873604207, 6.521685958837303, 6.973634641745285, 7.445731086986267, 7.937116295932954, 8.446657106672637, 8.972948234527973, 9.514264909208698, 10.068331274215858, 10.632507011217406, 11.203841258778928, 11.779072612363619, 12.35462912433231, 12.926628303943428, 13.490877117353053, 14.042872286393628, 14.578281082916266, 15.09234903588858, 15.580065222451855, 16.03679721687495, 16.458291090554287, 16.840671412013847, 17.180441246905172, 17.474482158007376, 17.720054205227132, 17.914795945598673, 18.056774759756895, 18.14515809047086, 18.18002328637458, 18.16190705939055, 18.09180301237714, 17.97116163912861, 17.801890324375076, 17.586353343782548, 17.327371863952923, 17.028223942423942, 16.692644527669245, 16.324776682145067, 15.928096839061732, 15.506411173904201, 15.063684679611928, 14.603686420590337, 14.129989532710812, 13.645971223310703, 13.154812771193336, 12.659499526627986, 12.162820911349941, 11.667370418560381, 11.175545612926514, 10.689548130581507, 10.2113676498619, 9.742536684351693, 9.284222586920688, 8.83745207281706, 8.403116946940399, 7.981974103841716, 7.574645527723447, 7.181618292439444, 6.803244561494977, 6.439741588046725, 6.091191714902847, 5.757542374522837, 5.438606089017661, 5.134090398707921, 4.843744470171045, 4.567244199325954, 4.304238698783574, 4.054360275719101, 3.817224431871995, 3.592429863545991, 3.3795584616090877, 3.178175311493549, 2.9878286931959197, 2.8080500812769915, 2.638354144861838, 2.4782387476398133, 2.3271849478645117, 2.1846613212119363, 2.0502621900427247, 1.923637957238708, 1.8044217551471706, 1.6922540189481448, 1.586782486654408, 1.4876621991114851, 1.394555499997646, 1.3071320358239078, 1.2250687559340343, 1.1480499125045336, 1.0757670605446623, 1.0079190578964254, 0.9442120652345647, 0.8843684830410069, 0.828191866504076, 0.7754913359310451, 0.7260761002717651, 0.6797614927319297, 0.636368970773077, 0.5957261161125883, 0.5576666347236886, 0.5220303568354461, 0.48866323693277386, 0.4574173537564258, 0.42815091030300195, 0.4007282338249454, 0.3750199465361064, 0.35092053739822837, 0.3283438002329998, 0.3072031586364688, 0.28741505444587584, 0.2688989477396535, 0.25157731683742746, 0.2353756583000149, 0.22022248692942592, 0.20604933576886264, 0.19279075610272023, 0.18038431745658498, 0.1687706075972366, 0.1578932325326473, 0.1477034905058611, 0.13816832590120187]"
Dead,"[0.21037382243117675, 0.228635465177496, 0.24841604021419883, 0.26982955889650384, 0.2929967042936573, 0.31804488810582554, 0.3451060891372195, 0.3743196199574226, 0.40583125185967983, 0.43978776523348406, 0.47634121563465426, 0.5156530467749958, 0.5578792215841979, 0.6031748204422094, 0.6516930487311168, 0.7035775231827284, 0.7590121800275691, 0.8181149668242469, 0.8809879109013856, 0.9477330395876038, 1.0184523798660159, 1.093142943095799, 1.171951976853041, 1.254911511983364, 1.3418618206312267, 1.4326431749410613, 1.527095847057364, 1.6250601091247248, 1.7263752690535625, 1.830582019337271, 1.937383992382209, 2.0463536503506, 2.1567872245083173, 2.267980946121149, 2.3792310464550823, 2.4898337567758446, 2.5990853083492453, 2.7062819324412786, 2.8108171046513704, 2.911345399231081, 3.0064723884939326, 3.0955628099258377, 3.1779918368636686, 3.253134642644632, 3.3203664006054368, 3.379062284083332, 3.428597466414999, 3.4683471209373664, 3.4977125237433455, 3.517029158946343, 3.5257436417204957, 3.5238045201574977, 3.511677892542238, 3.48982985715962, 3.45872651229449, 3.418833956231751, 3.3706182872563772, 3.3145456036530447, 3.251082003706898, 3.180693585702471, 3.1039520626168127, 3.02250641577821, 2.9373712984355933, 2.8490687088912665, 2.758120579823782, 2.665048843911478, 2.5703754338329077, 2.474622282266523, 2.378311321890749, 2.2819644853840373, 2.186103705424756, 2.091250914691642, 1.9979147032053959, 1.9061372675758719, 1.81653064890844, 1.7294279253465845, 1.644873100014081, 1.5629101760346487, 1.4835831565320632, 1.4069360446300436, 1.3330128434523658, 1.2618575561227772, 1.193514185764883, 1.128026735502658, 1.0654392084596793, 1.0058042992969831, 0.9492699319419557, 0.8954114626703813, 0.8440326992999587, 0.7950801473316744, 0.7485003122667138, 0.7042396996060347, 0.6622448148507942, 0.6224621635019787, 0.5848382510606882, 0.5493195830280513, 0.5158526649050259, 0.484384002192769, 0.454860100392267, 0.42722746500461994, 0.4013853501683684, 0.3768713077809309, 0.3536358369417769, 0.3316713793824704, 0.31093643336473065, 0.29138949715024864, 0.27298906900068687, 0.2556936471777931, 0.23946172994314452, 0.2242518155585458, 0.21002240228560254, 0.1967319883860057, 0.18433907212150302, 0.17280211812945367, 0.1619955143324887, 0.15177091216756367, 0.14212580724745294, 0.1330400108707579, 0.12449333433596621, 0.11646558894167924, 0.10893658598641309, 0.10188613676879754, 0.09529405258726342, 0.08914014474046894, 0.08340422452690177, 0.07806610324510643, 0.07310559219368429, 0.06849330020281741, 0.06414008889231582, 0.060032009048228474, 0.056164619200757215, 0.05252898894752889, 0.049116187886141915, 0.04591728561422315, 0.04292335172931416, 0.04012545582912708, 0.03751466751114663, 0.035082056373113346, 0.032818692012511974, 0.0307156440270262, 0.028763320763772526, 0.026918015267938245]"
Infected,"[1.0, 1.0888563046556106, 1.1852976741527714, 1.2899136222836534, 1.4033286463578822, 1.5262021951678824, 1.6592278428028104, 1.8031326547567395, 1.9586755481250033, 2.126642442087104, 2.3078436328758833, 2.5031118562516474, 2.7132956777713475, 2.939240999285431, 3.181790231163529, 3.4417699156897292, 3.7199854219993242, 4.0172110212190875, 4.334129001212609, 4.6713277911086575, 5.029301961301172, 5.408423874191547, 5.808890517904667, 6.230777535638583, 6.673884351608067, 7.137723112195921, 7.62151868595298, 8.124208663598138, 8.644443358018268, 9.18057752384228, 9.730437046729806, 10.291400439598261, 10.860517302528397, 11.434508477385595, 12.009766047819861, 12.582353339265826, 13.148004918942746, 13.702126595854525, 14.240188001631186, 14.757382938929396, 15.248500711854083, 15.708716644708359, 16.13359566195813, 16.51909228823211, 16.86155064832181, 17.157704467181535, 17.404677069928418, 17.599981381842372, 17.74161120475235, 17.828779906651892, 17.861543384827243, 17.840444154273264, 17.766514426465687, 17.641276109361105, 17.466740807396977, 17.24540982149164, 16.98027414904428, 16.674814483934938, 16.333001216524583, 15.959040521320956, 15.556420389093471, 15.129272938254, 14.681646892768219, 14.217387991040216, 13.740138985912491, 13.253339644665937, 12.76022674901988, 12.263834095132019, 11.766992493598488, 11.272329769453822, 10.782270762170981, 10.299036780034166, 9.824495113278772, 9.359994599752739, 8.906690799017378, 8.46559435589578, 8.037571000472813, 7.623341548095119, 7.223481899371124, 6.838423040171024, 6.468451041626814, 6.113707060132219, 5.774187337342777, 5.449743200175841, 5.140094563384754, 4.844987541170045, 4.5641055798818755, 4.297091454964001, 4.043569496332757, 3.803145588377046, 3.575407169958351, 3.359923234410731, 3.1562443295408076, 2.9639025576277915, 2.782411575423462, 2.6112665941521676, 2.4499443795108395, 2.297903251668973, 2.1545945997965217, 2.019613324315233, 1.8925859969015053, 1.7731304832991375, 1.6608722199329926, 1.5554442139089995, 1.4564870430141539, 1.3636488557165154, 1.276585371165208, 1.1949598791904248, 1.1184432403034203, 1.046713885696516, 0.979457817243103, 0.9163686074976265, 0.8571785580918659, 0.8016974042637421, 0.7497216166893862, 0.7010534534132236, 0.655501728818679, 0.6128818136281755, 0.5730156349031359, 0.5357316760439819, 0.500864976790134, 0.46825713322001195, 0.4377562977510336, 0.4092171791396184, 0.38250104248118233, 0.35748304926428665, 0.3340698945083529, 0.31216986933020796, 0.29169405486079725, 0.2725567586026287, 0.2546755144297725, 0.23797108258786134, 0.2223674496940903, 0.20779182873721688, 0.19417465907756085, 0.18144960644700386, 0.16955356294899127, 0.15842664705853046, 0.1480152259956866, 0.13828390670498458, 0.12919043852426274, 0.12069323481489858, 0.11275334504448281]"
Dead,"[0.21199051189285412, 0.2305005401523435, 0.25055923137662034, 0.2722835066068613, 0.29579716498390807, 0.32123103002387743, 0.3487204836944646, 0.37840851342173276, 0.4104449241904269, 0.4449807246554518, 0.4821708915187588, 0.5221821421298332, 0.5651748570061921, 0.611307694927893, 0.6607389486456219, 0.7136105044874546, 0.7701116526797911, 0.8303723231764994, 0.8944909060478814, 0.9625657913642112, 1.0346953691957204, 1.1109096936352998, 1.1912599129517005, 1.2758760995983582, 1.3645812334662928, 1.4571877862311453, 1.5535082295685392, 1.6533550351539823, 1.7565406746631425, 1.8627296502434092, 1.9713827369253956, 2.0821981869584896, 2.1944460632450706, 2.3073776772976053, 2.420244340628578, 2.5322973647505904, 2.642788061175949, 2.7509677414175613, 2.8561564186558783, 2.957442713249158, 3.0529897395639125, 3.142073306835961, 3.2241058397868443, 3.298499763138217, 3.364667501611649, 3.4220214799285458, 3.4699741228109104, 3.507937854979957, 3.5353251011572837, 3.5519653204669908, 3.558262063582262, 3.5536654031134844, 3.538654898403081, 3.5137597115642194, 3.4795090047101382, 3.4364319399539482, 3.3850576794089022, 3.3259153851879972, 3.2595342194049977, 3.1864433441721047, 3.10712541704396, 3.0227280972096224, 2.934897926111745, 2.844198463135328, 2.7511264062047474, 2.6561784532443937, 2.559851302178714, 2.4626416509320848, 2.365046197428825, 2.2675616395935094, 2.170684675350458, 2.07491200262416, 1.9807403193387074, 1.8885365709399764, 1.7983717293564325, 1.7108319698664332, 1.6259938458911734, 1.5438853240140986, 1.4645343708185976, 1.3879689528881727, 1.3142170368061272, 1.2433065891559636, 1.1752655765211557, 1.1101219654850354, 1.0479037226309913, 0.988638814542611, 0.9324775376299215, 0.8792480416717012, 0.828465044431681, 0.7800705950193105, 0.7340142855368867, 0.6902457080869624, 0.6487144547718344, 0.6093701176939703, 0.5721622889557807, 0.5370405606596762, 0.5039545249080675, 0.47285377380336513, 0.4436878994479798, 0.416406493944379, 0.3909591493948881, 0.36719818064744913, 0.344530291098863, 0.32305951534101496, 0.30278897890343615, 0.28367737282948724, 0.2656833881627563, 0.2487657159466039, 0.23288304722461817, 0.21799407304018814, 0.20405748443684502, 0.19103197245803472, 0.17887622814728843, 0.16754894254799524, 0.15699852057414887, 0.147074103261275, 0.13770398820702212, 0.12887207593567496, 0.12055952349996346, 0.11274748795267442, 0.10541712634656619, 0.09854959573442557, 0.09212605316898248, 0.08612765570305214, 0.08053556038933607, 0.07533092428067789, 0.07049490442977913, 0.06600865788945498, 0.061822794692602656, 0.057857074326136626, 0.05412156271663093, 0.050608394865491846, 0.047309090901194395, 0.0442151709520715, 0.04131815514674031, 0.03860956361356216, 0.03608091648101208, 0.033723733877508266, 0.031529535931582586, 0.02948984277165323, 0.027596174526166806, 0.025830154144728112]"
Infected,"[1.0, 1.086503531952052, 1.1801908054866894, 1.2816040507112543, 1.3913165307118305, 1.5099324995013104, 1.6380863548274123, 1.7764417824787884, 1.9256910984996067, 2.0865500915453032, 2.2597563186320966, 2.4460644251162105, 2.6462478039494646, 2.861077292692271, 3.0913175134484407, 3.3377250437839807, 3.6010233093338946, 3.881928444369536, 4.18108441634718, 4.499044201457967, 4.836269784627871, 5.1931321595177655, 5.5698513103068965, 5.9665141027624005, 6.383045792649889, 6.819105789075298, 7.274087460686557, 7.747118135673639, 8.237059101768482, 8.742505606245079, 9.261789776864026, 9.792737794342775, 10.332772938723734, 10.87904184841263, 11.428414536500341, 11.977484390762942, 12.52256817366166, 13.059706022342912, 13.584661448638249, 14.093161714244317, 14.581004306786566, 15.043425740213868, 15.476003900937696, 15.874701918020538, 16.235868163175915, 16.556236250768364, 16.83292503781346, 17.063438623977795, 17.24566635157899, 17.377882937699255, 17.459027022687142, 17.489195349886018, 17.469007384567348, 17.39948420580569, 17.28204850647873, 17.11852459326723, 16.911138386655065, 16.662517420929223, 16.37569084417976, 16.05408941829992, 15.701545518985952, 15.321856921536034, 14.918243167782242, 14.494477155990644, 14.054168646714233, 13.600733705300263, 13.137394701890281, 12.667180311420104, 12.192925513619803, 11.717271593013775, 11.242666138920653, 10.771363045453354, 10.30542251151903, 9.846711040819239, 9.396867562029417, 8.957080112261401, 8.528294041613874, 8.111334396895545, 7.706905991104483, 7.315593403428107, 6.9378609792431964, 6.574052830115885, 6.224392833801684, 5.888984634245423, 5.567811641581339, 5.260737032132974, 4.967503748413255, 4.687799790378632, 4.421343901226976, 4.167800755678854, 3.926820602167208, 3.6980396260831805, 3.4810799497761233, 3.275549632553593, 3.0810426706813487, 2.8971389973833603, 2.723404482841795, 2.559390934197033, 2.4046360955476613, 2.2586636479504585, 2.1209832094204226, 1.99109294302609, 1.8686215115308547, 1.7532577969067575, 1.6446614338551109, 1.5424994299852164, 1.4464461658143672, 1.3561833947678468, 1.2714002431789257, 1.1917932102888704, 1.1170661682469336, 1.0469303621103594, 0.9811044098443814, 0.9193143023222251, 0.8612934033251042, 0.8067930429024901, 0.755632698548929, 0.7076360156133987, 0.66262939199868, 0.6204447660267755, 0.5809196164389113, 0.5438969623955345, 0.509225363476316, 0.4767589196801483, 0.446357271425146, 0.41788559954864574, 0.39121462530720863, 0.3662206103766166, 0.3427854004119106, 0.32081227988642796, 0.3002242600166927, 0.28094271419709704, 0.26289176471235615, 0.24599828273750873, 0.23019188833791648, 0.2154049504692646, 0.20157258697756114, 0.18863266459913805, 0.1765257989606494, 0.1651953545790735, 0.15458744486171208, 0.144650932106189, 0.13534093069581046]"
Dead,"[0.2051836815393181, 0.22338147967821154, 0.24312898549692397, 0.26454588077221497, 0.2877594471978372, 0.3129039518702874, 0.34011930967732096, 0.3695538790268498, 0.4013625938027907, 0.43570167046427866, 0.47273691044244925, 0.512639530870715, 0.5555783631915538, 0.6017221763912621, 0.6512327951292098, 0.7042920452377217, 0.7610745675481709, 0.8217083229121052, 0.8863202882953054, 0.9550374406636326, 1.027938352953461, 1.1051112524377213, 1.1867171882929206, 1.2726525511314204, 1.3628019859762226, 1.4570501378505067, 1.5552816517772676, 1.6573797144897, 1.7629198562693524, 1.8717165296867968, 1.9833818204528093, 2.0972243876821786, 2.2125528904896896, 2.328675987990092, 2.4449023392983875, 2.560540603529006, 2.674899631873508, 2.787270642384776, 2.89607624996772, 3.0001750945805767, 3.0987967437366066, 3.191170764948886, 3.276526725730726, 3.3540941935953654, 3.4231027360556823, 3.482781920625243, 3.5323613148168818, 3.5715595809773504, 3.600105180424748, 3.617117292367169, 3.622952572385671, 3.6179934375448823, 3.602622304909403, 3.5772215915440313, 3.5421737145129697, 3.4978610908815853, 3.4446661377138383, 3.3829712720747835, 3.313281237259787, 3.2371735831522415, 3.155844864353213, 3.0699264025279973, 2.9800448146458223, 2.8868267176759446, 2.7908987285875355, 2.692887464349866, 2.593419541932036, 2.493121578303345, 2.3926201904331776, 2.2925419952902644, 2.1933973716074604, 2.095251477142199, 1.9991890774034289, 1.9054501662381256, 1.814118621212657, 1.7252783198933912, 1.6390131398465542, 1.5554069586386277, 1.4745436538358945, 1.3965071030047511, 1.3213811837114235, 1.2492497735225072, 1.1801967500039439, 1.1143276009063072, 1.0516998295961173, 0.9919417478584194, 0.9349457668942307, 0.8806510286541425, 0.8289966750890017, 0.7799218481493426, 0.7333656897859555, 0.6892673419494315, 0.6475659465904755, 0.6082006456598492, 0.5711105811081154, 0.5362348948860074, 0.50351272894423, 0.47283672241914587, 0.44384545864073743, 0.4163852628620077, 0.3904118103566816, 0.3658796667294837, 0.3427433975849681, 0.3209575685277457, 0.30047674516248435, 0.28125549309379494, 0.2632483779262884, 0.2464099652645757, 0.230694820713353, 0.216057509877146, 0.2024525983606793, 0.18974461726327263, 0.17767981881524975, 0.16630244852316878, 0.15559127341171575, 0.1455215398261771, 0.1360684941117256, 0.12720738261364772, 0.1189134516771162, 0.11116194764738907, 0.1039281168697812, 0.09718720568938011, 0.09091446045155749, 0.08508512750148611, 0.07965476592775644, 0.07453347269955657, 0.06970823427971595, 0.06516904841490145, 0.06090525456022533, 0.056906192170686154, 0.053161200701453026, 0.04965961960758136, 0.046390788344155, 0.04334404636625777, 0.040508733128945096, 0.037874188087386074, 0.035429750696550855, 0.033158868174353984, 0.03100198521127595, 0.028975928312860333, 0.027081936917340954, 0.02531159798235194]"
Infected,"[1.0, 1.0879014797198077, 1.1832432151304995, 1.2866021032621655, 1.3985899928706647, 1.519853967298058, 1.6510759116100298, 1.792972125212898, 1.9462924436595466, 2.111816188629755, 2.290350110904906, 2.482726551550449, 2.6897994327151054, 2.9124272064508676, 3.1514718272932596, 3.40778946527923, 3.6822227603918223, 3.97559917372239, 4.2886718629379255, 4.622116835298223, 4.976532947655932, 5.352419949043821, 5.750121103227195, 6.169891472923363, 6.611739862807893, 7.075412956299633, 7.56039531556072, 8.065909381496567, 8.590915473755885, 9.13408673885287, 9.693619447891061, 10.267285542055083, 10.852502251092876, 11.446332256058643, 12.045483689312867, 12.646310134522283, 13.244810626659932, 13.836629652005033, 14.417314433632205, 14.98222097905901, 15.526049140673368, 16.043770152255977, 16.530655770538928, 16.9822782752057, 17.394510468891173, 17.763525677181597, 18.08579774861465, 18.358101054679352, 18.577590521248673, 18.74259009483971, 18.852239367048448, 18.906204465707024, 18.90469997514027, 18.848488936165715, 18.73888284609358, 18.577741658726772, 18.36747378436089, 18.111036089784243, 17.811933898277807, 17.474196759945464, 17.101346923747826, 16.69728463423011, 16.266217305122606, 15.812184500233165, 15.339057933447208, 14.850541468727698, 14.350171120115164, 13.841315051727703, 13.32717357776094, 12.810779162488116, 12.294996420259935, 11.782522115504808, 11.275761256569481, 10.776499390409684, 10.286260902877, 9.806409579692067, 9.338148587569119, 8.882520474215985, 8.440407168334076, 8.012529979618419, 7.599449598757615, 7.201566097433867, 6.819118928322969, 6.452186925094334, 6.10068830241092, 5.764430676776511, 5.443259706890116, 5.136890980383481, 4.845006189152126, 4.567263059774816, 4.303295353513573, 4.052712866313674, 3.8151014288036404, 3.590022906295246, 3.3770151987835306, 3.1755922409467794, 2.985244002146499, 2.8054364864275176, 2.6356117325178543, 2.475249597209532, 2.3239471003150878, 2.1813031637104756, 2.046922591942521, 1.920416097671998, 1.8014003016736277, 1.68949773283608, 1.5843368281619716, 1.4855519327678686, 1.3927832998842862, 1.3056770908556812, 1.223885375140467, 1.1470661303109995, 1.074883242053583, 1.0070311966538843, 0.9433193429916044, 0.8835318136730811, 0.8274533567484099, 0.7748757143399648, 0.7255976226423994, 0.6794248119226456, 0.6361700065199142, 0.5956529248456952, 0.5577002793837574, 0.5221457766901482, 0.48883011739319626, 0.4576009961935038, 0.4283158622002918, 0.4008631856382412, 0.3751420509805416, 0.3510540391581609, 0.32850412477259555, 0.3074006760958705, 0.28765545507053897, 0.269183617309683, 0.2519037120969128, 0.23573768238636775, 0.22061086480271414, 0.2064519896411492, 0.19319318086739642, 0.1807699561177085, 0.16913163037416537, 0.15823979455077672, 0.14804699437183624]"
